SECTOR,year,STATE_PROVINCE_CODE,qtr,TXN_MTH,FIPS,scaled_amt,mo
RESTAURANTS,2010,AK,1,2010-03-01,2090,10942230.5858916,3
RESTAURANTS,2010,AK,1,2010-03-01,2100,772603.427651329,3
RESTAURANTS,2010,AK,1,2010-03-01,2105,46840.3277042924,3
RESTAURANTS,2010,AK,1,2010-03-01,2110,4576529.80498217,3
RESTAURANTS,2010,AK,1,2010-03-01,2122,7621141.930854,3
RESTAURANTS,2010,AK,1,2010-03-01,2130,2146536.30852348,3
RESTAURANTS,2010,AK,1,2010-03-01,2150,1852235.0163131,3
RESTAURANTS,2010,AK,1,2010-03-01,2170,8895591.81142033,3
RESTAURANTS,2010,AK,1,2010-03-01,2180,1259570.37357127,3
RESTAURANTS,2010,AK,1,2010-03-01,2185,707653.08350806,3
RESTAURANTS,2010,AK,1,2010-03-01,2188,246905.378868293,3
RESTAURANTS,2010,AK,1,2010-03-01,2195,568925.654783589,3
RESTAURANTS,2010,AK,1,2010-03-01,2198,261259.751169269,3
RESTAURANTS,2010,AK,1,2010-03-01,2220,1270706.57121483,3
RESTAURANTS,2010,AK,1,2010-03-01,2230,172889.574777887,3
RESTAURANTS,2010,AK,1,2010-03-01,2240,760013.997010906,3
RESTAURANTS,2010,AK,1,2010-03-01,2261,2042619.82762704,3
RESTAURANTS,2010,AK,1,2010-03-01,2275,161580.413954585,3
RESTAURANTS,2010,AK,1,2010-03-01,2282,27368.1474407198,3
RESTAURANTS,2010,AK,1,2010-03-01,2290,50331.8909069493,3
RESTAURANTS,2010,AK,2,2010-04-01,2013,290333.449345902,4
RESTAURANTS,2010,AK,2,2010-04-01,2016,367514.125544736,4
RESTAURANTS,2010,AK,2,2010-04-01,2020,41747246.1585273,4
RESTAURANTS,2010,AK,2,2010-04-01,2050,1264152.7997827,4
RESTAURANTS,2010,AK,2,2010-04-01,2060,83229.0741139894,4
RESTAURANTS,2010,AK,2,2010-04-01,2068,310882.581049375,4
RESTAURANTS,2010,AK,2,2010-04-01,2070,46787.0819256175,4
RESTAURANTS,2010,AK,2,2010-04-01,2090,10115411.3696969,4
RESTAURANTS,2010,AK,2,2010-04-01,2100,1175376.50668232,4
RESTAURANTS,2010,AK,2,2010-04-01,2105,111486.657963046,4
RESTAURANTS,2010,AK,2,2010-04-01,2110,4116384.06695725,4
RESTAURANTS,2010,AK,2,2010-04-01,2122,6386507.00822686,4
RESTAURANTS,2010,AK,2,2010-04-01,2130,1831936.65684151,4
RESTAURANTS,2010,AK,2,2010-04-01,2150,1755720.82242353,4
RESTAURANTS,2010,AK,2,2010-04-01,2170,8429391.34617328,4
RESTAURANTS,2010,AK,2,2010-04-01,2180,506269.665869631,4
RESTAURANTS,2010,AK,2,2010-04-01,2185,745196.882766841,4
RESTAURANTS,2010,AK,2,2010-04-01,2188,305805.682116869,4
RESTAURANTS,2010,AK,2,2010-04-01,2195,620587.044377993,4
RESTAURANTS,2010,AK,2,2010-04-01,2198,451257.465633765,4
RESTAURANTS,2010,AK,2,2010-04-01,2220,1089054.99717424,4
RESTAURANTS,2010,AK,2,2010-04-01,2230,172549.089970751,4
RESTAURANTS,2010,AK,2,2010-04-01,2240,626004.200184489,4
RESTAURANTS,2010,AK,2,2010-04-01,2261,2079481.22993856,4
RESTAURANTS,2010,AK,2,2010-04-01,2275,309111.898756474,4
RESTAURANTS,2010,AK,2,2010-04-01,2282,43814.0292550194,4
RESTAURANTS,2010,AK,2,2010-04-01,2290,75847.3340496039,4
RESTAURANTS,2010,AK,2,2010-05-01,2013,410660.397217921,5
RESTAURANTS,2010,AK,2,2010-05-01,2016,337474.170597353,5
RESTAURANTS,2010,AK,2,2010-05-01,2020,46137593.2096455,5
RESTAURANTS,2010,AK,2,2010-05-01,2050,1389284.28453277,5
RESTAURANTS,2010,AK,2,2010-05-01,2060,157633.81424459,5
RESTAURANTS,2010,AK,2,2010-05-01,2068,618344.239833117,5
RESTAURANTS,2010,AK,2,2010-05-01,2070,73554.848085908,5
RESTAURANTS,2010,AK,2,2010-05-01,2090,12607756.6222195,5
RESTAURANTS,2010,AK,2,2010-05-01,2100,1303717.71161239,5
RESTAURANTS,2010,AK,2,2010-05-01,2105,114765.34373764,5
RESTAURANTS,2010,AK,2,2010-05-01,2110,7272826.10794093,5
RESTAURANTS,2010,AK,2,2010-05-01,2122,10655767.8494528,5
RESTAURANTS,2010,AK,2,2010-05-01,2130,2424101.53903304,5
RESTAURANTS,2010,AK,2,2010-05-01,2150,1742665.8362657,5
RESTAURANTS,2010,AK,2,2010-05-01,2170,10185121.0439355,5
RESTAURANTS,2010,AK,2,2010-05-01,2180,718635.786117727,5
RESTAURANTS,2010,AK,2,2010-05-01,2185,755563.769765872,5
RESTAURANTS,2010,AK,2,2010-05-01,2188,233089.768395478,5
RESTAURANTS,2010,AK,2,2010-05-01,2195,637755.338283263,5
RESTAURANTS,2010,AK,2,2010-05-01,2198,411344.548199807,5
RESTAURANTS,2010,AK,2,2010-05-01,2220,1546699.61561949,5
RESTAURANTS,2010,AK,2,2010-05-01,2230,1661291.71549138,5
RESTAURANTS,2010,AK,2,2010-05-01,2240,932830.931027385,5
RESTAURANTS,2010,AK,2,2010-05-01,2261,3356389.50976902,5
RESTAURANTS,2010,AK,2,2010-05-01,2275,344928.605259966,5
RESTAURANTS,2010,AK,2,2010-05-01,2282,153929.446106438,5
RESTAURANTS,2010,AK,2,2010-05-01,2290,95838.695503131,5
RESTAURANTS,2010,AK,2,2010-06-01,2013,292084.115733142,6
RESTAURANTS,2010,AK,2,2010-06-01,2016,304234.349388548,6
RESTAURANTS,2010,AK,2,2010-06-01,2020,50649966.1228881,6
RESTAURANTS,2010,AK,2,2010-06-01,2050,1138954.06248168,6
RESTAURANTS,2010,AK,2,2010-06-01,2060,360141.062834503,6
RESTAURANTS,2010,AK,2,2010-06-01,2068,2011147.32030451,6
RESTAURANTS,2010,AK,2,2010-06-01,2070,251321.231921326,6
RESTAURANTS,2010,AK,2,2010-06-01,2090,14854584.5918218,6
RESTAURANTS,2010,AK,2,2010-06-01,2100,1426223.79165025,6
RESTAURANTS,2010,AK,2,2010-06-01,2105,1015126.3162633,6
RESTAURANTS,2010,AK,2,2010-06-01,2110,9879125.42782833,6
RESTAURANTS,2010,AK,2,2010-06-01,2122,16518761.2234406,6
RESTAURANTS,2010,AK,2,2010-06-01,2130,3120085.14387813,6
RESTAURANTS,2010,AK,2,2010-06-01,2150,1861831.08939257,6
RESTAURANTS,2010,AK,2,2010-06-01,2170,11667033.8152899,6
RESTAURANTS,2010,AK,2,2010-06-01,2180,1093758.03043102,6
RESTAURANTS,2010,AK,2,2010-06-01,2185,908440.967807704,6
RESTAURANTS,2010,AK,2,2010-06-01,2188,217466.418770939,6
RESTAURANTS,2010,AK,2,2010-06-01,2195,882647.022959957,6
RESTAURANTS,2010,AK,2,2010-06-01,2198,370351.004364627,6
RESTAURANTS,2010,AK,2,2010-06-01,2220,1850069.75570794,6
RESTAURANTS,2010,AK,2,2010-06-01,2230,2984348.46331333,6
RESTAURANTS,2010,AK,2,2010-06-01,2240,1289897.22292177,6
RESTAURANTS,2010,AK,2,2010-06-01,2261,3837252.85357539,6
RESTAURANTS,2010,AK,2,2010-06-01,2275,302501.022561492,6
RESTAURANTS,2010,AK,2,2010-06-01,2282,50362.7282729812,6
RESTAURANTS,2010,AK,2,2010-06-01,2290,181272.199600309,6
RESTAURANTS,2010,AK,3,2010-07-01,2013,464568.551357872,7
RESTAURANTS,2010,AK,3,2010-07-01,2016,338547.150151679,7
RESTAURANTS,2010,AK,3,2010-07-01,2020,52192595.4665563,7
RESTAURANTS,2010,AK,3,2010-07-01,2050,1337893.9236625,7
RESTAURANTS,2010,AK,3,2010-07-01,2060,709889.152368864,7
RESTAURANTS,2010,AK,3,2010-07-01,2068,2512785.95990684,7
RESTAURANTS,2010,AK,3,2010-07-01,2070,206259.423599345,7
RESTAURANTS,2010,AK,3,2010-07-01,2090,15365284.0769506,7
RESTAURANTS,2010,AK,3,2010-07-01,2100,1841661.81161065,7
RESTAURANTS,2010,AK,3,2010-07-01,2105,892617.134572909,7
RESTAURANTS,2010,AK,3,2010-07-01,2110,10406138.0507794,7
RESTAURANTS,2010,AK,3,2010-07-01,2122,21505310.5999918,7
RESTAURANTS,2010,AK,3,2010-07-01,2130,3556488.61151675,7
RESTAURANTS,2010,AK,3,2010-07-01,2150,1589387.77398499,7
RESTAURANTS,2010,AK,3,2010-07-01,2170,11983860.1314039,7
RESTAURANTS,2010,AK,3,2010-07-01,2180,1013477.48387307,7
RESTAURANTS,2010,AK,3,2010-07-01,2185,947197.676436715,7
RESTAURANTS,2010,AK,3,2010-07-01,2188,260102.847597937,7
RESTAURANTS,2010,AK,3,2010-07-01,2195,830042.661193581,7
RESTAURANTS,2010,AK,3,2010-07-01,2198,1344633.65663186,7
RESTAURANTS,2010,AK,3,2010-07-01,2220,2155259.48024639,7
RESTAURANTS,2010,AK,3,2010-07-01,2230,3741891.14028359,7
RESTAURANTS,2010,AK,3,2010-07-01,2240,1734802.31642297,7
RESTAURANTS,2010,AK,3,2010-07-01,2261,5537222.2198597,7
RESTAURANTS,2010,AK,3,2010-07-01,2275,461945.151684203,7
RESTAURANTS,2010,AK,3,2010-07-01,2282,133979.660069795,7
RESTAURANTS,2010,AK,3,2010-07-01,2290,139132.327800222,7
RESTAURANTS,2010,AK,3,2010-08-01,2013,377362.150065283,8
RESTAURANTS,2010,AK,3,2010-08-01,2016,403175.269035701,8
RESTAURANTS,2010,AK,3,2010-08-01,2020,50610104.8756242,8
RESTAURANTS,2010,AK,3,2010-08-01,2050,1393294.9167593,8
RESTAURANTS,2010,AK,3,2010-08-01,2060,350208.383055547,8
RESTAURANTS,2010,AK,3,2010-08-01,2068,2313678.91039942,8
RESTAURANTS,2010,AK,3,2010-08-01,2070,122364.498532014,8
RESTAURANTS,2010,AK,3,2010-08-01,2090,14462169.3027478,8
RESTAURANTS,2010,AK,3,2010-08-01,2100,1508956.33285405,8
RESTAURANTS,2010,AK,3,2010-08-01,2105,631149.359216544,8
RESTAURANTS,2010,AK,3,2010-08-01,2110,10671293.1854259,8
RESTAURANTS,2010,AK,3,2010-08-01,2122,17979711.329327,8
RESTAURANTS,2010,AK,3,2010-08-01,2130,3416960.24620759,8
RESTAURANTS,2010,AK,3,2010-08-01,2150,1980312.31722747,8
RESTAURANTS,2010,AK,3,2010-08-01,2170,12550756.1203563,8
RESTAURANTS,2010,AK,3,2010-08-01,2180,1128498.98652374,8
RESTAURANTS,2010,AK,3,2010-08-01,2185,1010346.63668528,8
RESTAURANTS,2010,AK,3,2010-08-01,2188,446979.220040048,8
RESTAURANTS,2010,AK,3,2010-08-01,2195,880253.555598308,8
RESTAURANTS,2010,AK,3,2010-08-01,2198,1391108.4530181,8
RESTAURANTS,2010,AK,3,2010-08-01,2220,2060127.7641193,8
RESTAURANTS,2010,AK,3,2010-08-01,2230,3294497.65019009,8
RESTAURANTS,2010,AK,3,2010-08-01,2240,1431835.43419346,8
RESTAURANTS,2010,AK,3,2010-08-01,2261,5072630.13805432,8
RESTAURANTS,2010,AK,3,2010-08-01,2275,358576.903679053,8
RESTAURANTS,2010,AK,3,2010-08-01,2282,194861.521697493,8
RESTAURANTS,2010,AK,3,2010-08-01,2290,255937.731789915,8
RESTAURANTS,2010,AK,3,2010-09-01,2013,475064.406403218,9
RESTAURANTS,2010,AK,3,2010-09-01,2016,348981.681893781,9
RESTAURANTS,2010,AK,3,2010-09-01,2020,40282905.4619314,9
RESTAURANTS,2010,AK,3,2010-09-01,2050,1365737.24736075,9
RESTAURANTS,2010,AK,3,2010-09-01,2060,181457.501187703,9
RESTAURANTS,2010,AK,3,2010-09-01,2068,950130.402096292,9
RESTAURANTS,2010,AK,3,2010-09-01,2070,69528.3764305787,9
RESTAURANTS,2010,AK,3,2010-09-01,2090,10886502.7376859,9
RESTAURANTS,2010,AK,3,2010-09-01,2100,1360995.92346326,9
RESTAURANTS,2010,AK,3,2010-09-01,2105,156996.229068644,9
RESTAURANTS,2010,AK,3,2010-09-01,2110,7209080.80257411,9
RESTAURANTS,2010,AK,3,2010-09-01,2122,9855571.05415255,9
RESTAURANTS,2010,AK,3,2010-09-01,2130,2375040.34064484,9
RESTAURANTS,2010,AK,3,2010-09-01,2150,1685555.32512732,9
RESTAURANTS,2010,AK,3,2010-09-01,2170,9788760.4800562,9
RESTAURANTS,2010,AK,3,2010-09-01,2180,886045.861581341,9
RESTAURANTS,2010,AK,3,2010-09-01,2185,659816.442614286,9
RESTAURANTS,2010,AK,3,2010-09-01,2188,289620.219084476,9
RESTAURANTS,2010,AK,3,2010-09-01,2195,722685.774323652,9
RESTAURANTS,2010,AK,3,2010-09-01,2198,1268733.54339324,9
RESTAURANTS,2010,AK,3,2010-09-01,2220,1253088.19912427,9
RESTAURANTS,2010,AK,3,2010-09-01,2230,1535046.6783082,9
RESTAURANTS,2010,AK,3,2010-09-01,2240,1464540.65101988,9
RESTAURANTS,2010,AK,3,2010-09-01,2261,3679564.45763952,9
RESTAURANTS,2010,AK,3,2010-09-01,2275,226384.588725564,9
RESTAURANTS,2010,AK,3,2010-09-01,2282,311752.840664626,9
RESTAURANTS,2010,AK,3,2010-09-01,2290,184270.213281676,9
RESTAURANTS,2010,AK,4,2010-10-01,2013,290336.799019834,10
RESTAURANTS,2010,AK,4,2010-10-01,2016,424951.35640007,10
RESTAURANTS,2010,AK,4,2010-10-01,2020,46331035.76089,10
RESTAURANTS,2010,AK,4,2010-10-01,2050,1516681.26929348,10
RESTAURANTS,2010,AK,4,2010-10-01,2060,73876.6493928164,10
RESTAURANTS,2010,AK,4,2010-10-01,2068,34850.2521006113,10
RESTAURANTS,2010,AK,4,2010-10-01,2070,167824.314497497,10
RESTAURANTS,2010,AK,4,2010-10-01,2090,13291993.32091,10
RESTAURANTS,2010,AK,4,2010-10-01,2100,870897.842217725,10
RESTAURANTS,2010,AK,4,2010-10-01,2105,27108.5876179064,10
RESTAURANTS,2010,AK,4,2010-10-01,2110,4676398.85677952,10
RESTAURANTS,2010,AK,4,2010-10-01,2122,8882808.57304828,10
RESTAURANTS,2010,AK,4,2010-10-01,2130,2320146.66717543,10
RESTAURANTS,2010,AK,4,2010-10-01,2150,2195907.6754121,10
RESTAURANTS,2010,AK,4,2010-10-01,2170,10121884.5959504,10
RESTAURANTS,2010,AK,4,2010-10-01,2180,1211757.68067766,10
RESTAURANTS,2010,AK,4,2010-10-01,2185,717628.16594041,10
RESTAURANTS,2010,AK,4,2010-10-01,2188,240298.848979168,10
RESTAURANTS,2010,AK,4,2010-10-01,2195,756652.647768415,10
RESTAURANTS,2010,AK,4,2010-10-01,2198,521189.152270446,10
RESTAURANTS,2010,AK,4,2010-10-01,2220,1387487.74942953,10
RESTAURANTS,2010,AK,4,2010-10-01,2230,239697.283286654,10
RESTAURANTS,2010,AK,4,2010-10-01,2240,1060981.81597139,10
RESTAURANTS,2010,AK,4,2010-10-01,2261,2236403.43336415,10
RESTAURANTS,2010,AK,4,2010-10-01,2275,262336.985088582,10
RESTAURANTS,2010,AK,4,2010-10-01,2282,55179.0627155887,10
RESTAURANTS,2010,AK,4,2010-10-01,2290,106747.167889178,10
RESTAURANTS,2010,AK,4,2010-11-01,2013,208459.856244417,11
RESTAURANTS,2010,AK,4,2010-11-01,2016,350388.609395707,11
RESTAURANTS,2010,AK,4,2010-11-01,2020,40721518.7585913,11
RESTAURANTS,2010,AK,4,2010-11-01,2050,1455870.62945416,11
RESTAURANTS,2010,AK,4,2010-11-01,2060,164507.824905138,11
RESTAURANTS,2010,AK,4,2010-11-01,2068,23052.9510228361,11
RESTAURANTS,2010,AK,4,2010-11-01,2070,108983.888468422,11
RESTAURANTS,2010,AK,4,2010-11-01,2090,11186895.6284287,11
RESTAURANTS,2010,AK,4,2010-11-01,2100,679519.374145829,11
RESTAURANTS,2010,AK,4,2010-11-01,2105,18340.3079990039,11
RESTAURANTS,2010,AK,4,2010-11-01,2110,3997815.76401184,11
RESTAURANTS,2010,AK,4,2010-11-01,2122,6957644.91864207,11
RESTAURANTS,2010,AK,4,2010-11-01,2130,1748113.25261519,11
RESTAURANTS,2010,AK,4,2010-11-01,2150,1721079.02115694,11
RESTAURANTS,2010,AK,4,2010-11-01,2170,7656712.19613028,11
RESTAURANTS,2010,AK,4,2010-11-01,2180,845817.288154973,11
RESTAURANTS,2010,AK,4,2010-11-01,2185,722108.329387253,11
RESTAURANTS,2010,AK,4,2010-11-01,2188,235297.45148575,11
RESTAURANTS,2010,AK,4,2010-11-01,2195,562716.375571961,11
RESTAURANTS,2010,AK,4,2010-11-01,2198,370024.918665218,11
RESTAURANTS,2010,AK,4,2010-11-01,2220,1111054.42250888,11
RESTAURANTS,2010,AK,4,2010-11-01,2230,28465.5353868096,11
RESTAURANTS,2010,AK,4,2010-11-01,2240,843861.233446318,11
RESTAURANTS,2010,AK,4,2010-11-01,2261,2205253.86905395,11
RESTAURANTS,2010,AK,4,2010-11-01,2275,159755.76784619,11
RESTAURANTS,2010,AK,4,2010-11-01,2282,12747.7098455229,11
RESTAURANTS,2010,AK,4,2010-11-01,2290,38494.4007084458,11
RESTAURANTS,2010,AK,4,2010-12-01,2013,8252.18579711505,12
RESTAURANTS,2010,AK,4,2010-12-01,2016,303409.907109846,12
RESTAURANTS,2010,AK,4,2010-12-01,2020,42795334.9324014,12
RESTAURANTS,2010,AK,4,2010-12-01,2050,1139444.48135916,12
RESTAURANTS,2010,AK,4,2010-12-01,2060,64100.7633065789,12
RESTAURANTS,2010,AK,4,2010-12-01,2068,41882.5482620665,12
RESTAURANTS,2010,AK,4,2010-12-01,2070,9502.16098263149,12
RESTAURANTS,2010,AK,4,2010-12-01,2090,11516006.2138757,12
RESTAURANTS,2010,AK,4,2010-12-01,2100,683148.149414678,12
RESTAURANTS,2010,AK,4,2010-12-01,2105,8881.74388134625,12
RESTAURANTS,2010,AK,4,2010-12-01,2110,3842437.86037452,12
RESTAURANTS,2010,AK,4,2010-12-01,2122,7799112.05798703,12
RESTAURANTS,2010,AK,4,2010-12-01,2130,1864428.96834969,12
RESTAURANTS,2010,AK,4,2010-12-01,2150,1650205.33925022,12
RESTAURANTS,2010,AK,4,2010-12-01,2170,8618670.02279544,12
RESTAURANTS,2010,AK,4,2010-12-01,2180,624257.346912837,12
RESTAURANTS,2010,AK,4,2010-12-01,2185,658667.183633877,12
RESTAURANTS,2010,AK,4,2010-12-01,2188,372629.589262728,12
RESTAURANTS,2010,AK,4,2010-12-01,2195,566496.196889996,12
RESTAURANTS,2010,AK,4,2010-12-01,2198,376336.421745205,12
RESTAURANTS,2010,AK,4,2010-12-01,2220,1059163.50548294,12
RESTAURANTS,2010,AK,4,2010-12-01,2230,18050.0081712775,12
RESTAURANTS,2010,AK,4,2010-12-01,2240,648075.527795624,12
RESTAURANTS,2010,AK,4,2010-12-01,2261,1821262.60853232,12
RESTAURANTS,2010,AK,4,2010-12-01,2275,169148.472354559,12
RESTAURANTS,2010,AK,4,2010-12-01,2282,16640.1461006837,12
RESTAURANTS,2010,AK,4,2010-12-01,2290,28789.0840797529,12
RESTAURANTS,2010,AL,1,2010-01-01,1001,4945576.16238702,1
RESTAURANTS,2010,AL,1,2010-01-01,1003,17385987.4570628,1
RESTAURANTS,2010,AL,1,2010-01-01,1005,1872665.03532649,1
RESTAURANTS,2010,AL,1,2010-01-01,1007,369547.032061795,1
RESTAURANTS,2010,AL,1,2010-01-01,1009,2911888.62707694,1
RESTAURANTS,2010,AL,1,2010-01-01,1011,379500.826650862,1
RESTAURANTS,2010,AL,1,2010-01-01,1013,1396543.79613879,1
RESTAURANTS,2010,AL,1,2010-01-01,1015,11244186.8249615,1
RESTAURANTS,2010,AL,1,2010-01-01,1017,2295914.94390271,1
RESTAURANTS,2010,AL,1,2010-01-01,1019,1659354.04038727,1
RESTAURANTS,2010,AL,1,2010-01-01,1021,2330928.82982409,1
RESTAURANTS,2010,AL,1,2010-01-01,1023,636104.870351763,1
RESTAURANTS,2010,AL,1,2010-01-01,1025,2599619.76506552,1
RESTAURANTS,2010,AL,1,2010-01-01,1027,521799.744216492,1
RESTAURANTS,2010,AL,1,2010-01-01,1029,476292.258740347,1
RESTAURANTS,2010,AL,1,2010-01-01,1031,4021297.04572127,1
RESTAURANTS,2010,AL,1,2010-01-01,1033,5295991.21680431,1
RESTAURANTS,2010,AL,1,2010-01-01,1035,411517.85108233,1
RESTAURANTS,2010,AL,1,2010-01-01,1037,67114.180449636,1
RESTAURANTS,2010,AL,1,2010-01-01,1039,2693754.59166398,1
RESTAURANTS,2010,AL,1,2010-01-01,1041,447609.314103828,1
RESTAURANTS,2010,AL,1,2010-01-01,1043,6781728.51279947,1
RESTAURANTS,2010,AL,1,2010-01-01,1045,3905871.80115426,1
RESTAURANTS,2010,AL,1,2010-01-01,1047,1647961.06156791,1
RESTAURANTS,2010,AL,1,2010-01-01,1049,4382482.21722337,1
RESTAURANTS,2010,AL,1,2010-01-01,1051,4178044.52482747,1
RESTAURANTS,2010,AL,1,2010-01-01,1053,2290645.80464029,1
RESTAURANTS,2010,AL,1,2010-01-01,1055,10047276.1469184,1
RESTAURANTS,2010,AL,1,2010-01-01,1057,802919.742353602,1
RESTAURANTS,2010,AL,1,2010-01-01,1059,2088455.88686645,1
RESTAURANTS,2010,AL,1,2010-01-01,1061,1358290.67288819,1
RESTAURANTS,2010,AL,1,2010-01-01,1063,206052.469405096,1
RESTAURANTS,2010,AL,1,2010-01-01,1065,721698.511983013,1
RESTAURANTS,2010,AL,1,2010-01-01,1067,1280706.19663906,1
RESTAURANTS,2010,AL,1,2010-01-01,1069,12428667.8737172,1
RESTAURANTS,2010,AL,1,2010-01-01,1071,3472014.47768268,1
RESTAURANTS,2010,AL,1,2010-01-01,1073,72774988.6066371,1
RESTAURANTS,2010,AL,1,2010-01-01,1075,947830.308995213,1
RESTAURANTS,2010,AL,1,2010-01-01,1077,9347520.64485027,1
RESTAURANTS,2010,AL,1,2010-01-01,1079,1676155.70384378,1
RESTAURANTS,2010,AL,1,2010-01-01,1081,13603448.5864244,1
RESTAURANTS,2010,AL,1,2010-01-01,1083,7567623.83417955,1
RESTAURANTS,2010,AL,1,2010-01-01,1085,95142.441026329,1
RESTAURANTS,2010,AL,1,2010-01-01,1087,670362.072872852,1
RESTAURANTS,2010,AL,1,2010-01-01,1089,33366276.6018334,1
RESTAURANTS,2010,AL,1,2010-01-01,1091,1660594.58772749,1
RESTAURANTS,2010,AL,1,2010-01-01,1093,1543106.88484737,1
RESTAURANTS,2010,AL,1,2010-01-01,1095,10841228.5914189,1
RESTAURANTS,2010,AL,1,2010-01-01,1097,32424125.0800578,1
RESTAURANTS,2010,AL,1,2010-01-01,1099,961598.396752097,1
RESTAURANTS,2010,AL,1,2010-01-01,1101,24072536.2275145,1
RESTAURANTS,2010,AL,1,2010-01-01,1103,11389624.3197534,1
RESTAURANTS,2010,AL,1,2010-01-01,1105,443195.134206433,1
RESTAURANTS,2010,AL,1,2010-01-01,1107,654088.795175616,1
RESTAURANTS,2010,AL,1,2010-01-01,1109,3045390.50950237,1
